num_loops,max_loop_depth,linear_loops,log_loops,constant_loops,recursive_calls,function_calls,list_comprehensions,n_log_n_calls,log_n_calls,Complexity
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,5,1,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,11,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,11,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,11,0,0,0,O(1)
1,1,1,0,0,0,8,1,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,10,1,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,11,0,0,0,O(1)
1,1,1,0,0,0,13,1,0,0,O(1)
1,1,1,0,0,0,15,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,7,1,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,12,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,11,0,0,0,O(1)
1,1,1,0,0,1,11,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,11,0,0,0,O(1)
1,1,1,0,0,0,7,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,16,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
2,1,2,0,0,0,10,1,0,0,O(1)
1,1,1,0,0,0,13,0,0,0,O(1)
1,1,1,0,0,0,10,0,0,0,O(1)
1,1,1,0,0,0,19,0,0,0,O(1)
1,1,1,0,0,0,8,0,0,0,O(1)
1,1,1,0,0,0,10,0,0,0,O(1)
5,1,5,0,0,0,26,4,0,0,O(1)
1,1,1,0,0,0,7,0,0,0,O(1)
1,1,1,0,0,0,8,0,0,0,O(1)
1,1,1,0,0,0,29,0,0,0,O(1)
1,1,1,0,0,0,22,0,0,0,O(1)
4,1,4,0,0,0,38,3,0,0,O(1)
1,1,1,0,0,0,32,0,0,0,O(1)
1,1,1,0,0,0,23,0,0,0,O(1)
1,1,1,0,0,0,22,0,0,0,O(1)
2,1,2,0,0,0,30,0,0,0,O(1)
3,3,1,0,2,0,31,0,2,0,O(1)
1,1,1,0,0,0,24,0,0,0,O(1)
1,1,1,0,0,0,22,0,0,0,O(1)
1,1,1,0,0,0,17,0,0,0,O(1)
1,1,1,0,0,0,22,0,0,0,O(1)
12,2,12,0,0,0,50,5,0,0,O(1)
1,1,1,0,0,0,21,0,0,0,O(1)
2,1,2,0,0,0,40,1,0,0,O(1)
1,1,1,0,0,0,33,0,0,0,O(1)
2,1,2,0,0,0,17,1,0,0,O(1)
4,2,4,0,0,0,22,3,1,0,O(1)
4,2,4,0,0,0,21,3,0,0,O(1)
3,2,2,1,1,0,11,0,0,0,O(1)
2,2,2,0,0,0,14,1,0,0,O(1)
4,2,3,0,1,0,12,1,0,0,O(1)
6,2,6,0,0,0,52,0,0,0,O(1)
4,1,4,0,0,0,26,0,1,0,O(1)
13,4,11,0,2,0,37,0,0,0,O(1)
5,2,3,0,2,0,37,0,0,0,O(1)
10,1,10,0,0,0,27,1,2,0,O(1)
11,1,11,0,0,0,42,0,0,0,O(1)
8,1,8,0,0,0,38,0,0,0,O(1)
4,1,4,0,0,0,26,0,1,0,O(1)
13,3,9,0,4,0,35,2,0,0,O(1)
7,1,7,0,0,0,30,0,1,0,O(1)
4,1,4,0,0,0,20,0,0,0,O(1)
2,2,2,0,0,0,29,0,0,0,O(1)
3,1,3,0,0,0,30,0,0,0,O(1)
3,1,3,0,0,0,45,0,0,0,O(1)
1,1,0,0,1,0,27,0,0,0,O(1)
1,1,1,0,0,0,13,0,0,0,O(1)
1,1,1,1,0,0,8,0,0,0,O(1)
1,1,1,0,0,0,30,0,0,0,O(1)
4,1,1,3,3,0,31,0,0,0,O(1)
2,1,2,0,0,0,19,0,0,0,O(1)
3,1,2,0,1,0,18,0,0,0,O(1)
1,1,1,0,0,0,13,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,13,0,0,0,O(1)
1,1,1,0,0,0,11,0,0,0,O(1)
1,1,1,1,0,0,8,0,0,0,O(1)
1,1,1,0,0,0,19,0,0,0,O(1)
1,1,1,0,0,0,11,0,0,0,O(1)
1,1,1,0,0,0,8,0,0,0,O(1)
1,1,1,0,0,0,10,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,5,1,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,6,1,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,5,1,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,6,1,0,0,O(1)
0,0,0,0,0,0,11,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,6,1,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
1,1,1,0,0,0,7,1,0,0,O(1)
1,1,1,0,0,0,6,1,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
2,1,2,0,0,0,6,1,0,0,O(1)
3,1,0,0,3,0,12,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
2,1,2,0,0,0,7,0,0,0,O(1)
2,1,0,0,2,0,10,0,0,0,O(1)
1,1,1,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
1,1,1,0,0,0,10,0,0,0,O(1)
2,1,2,0,0,0,11,0,0,0,O(1)
1,1,1,0,0,0,16,0,0,0,O(1)
5,2,5,0,0,0,25,0,0,0,O(1)
1,1,1,0,0,0,11,0,0,0,O(1)
1,1,1,0,0,0,4,0,0,0,O(1)
2,1,2,0,0,0,7,1,0,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
1,1,0,0,1,0,9,0,0,0,O(1)
1,1,1,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
1,1,1,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,4,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
0,0,0,0,0,0,3,0,0,0,O(1)
3,3,0,0,3,0,29,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
1,1,1,0,0,0,5,0,0,0,O(1)
1,1,1,0,0,0,6,1,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,6,1,0,0,O(1)
0,0,0,0,0,0,7,0,0,0,O(1)
0,0,0,0,0,0,5,0,0,0,O(1)
0,0,0,0,0,0,8,0,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
2,1,2,0,0,0,12,1,0,0,O(1)
0,0,0,0,0,0,6,0,0,0,O(1)
1,1,1,0,0,0,15,0,0,0,O(1)
1,1,1,0,0,0,13,0,0,0,O(1)
3,2,3,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,12,0,0,0,O(1)
93,4,92,1,1,4,187,31,2,3,O(1)
1,1,1,0,0,0,10,0,0,0,O(1)
2,1,1,0,1,0,10,0,0,0,O(1)
2,2,2,2,0,0,13,1,0,0,O(1)
3,1,3,0,0,0,46,0,0,0,O(1)
2,1,2,0,0,0,11,0,0,0,O(1)
2,1,2,0,0,0,10,0,0,0,O(1)
1,1,1,0,0,0,11,0,0,0,O(1)
1,1,1,1,0,0,14,0,0,0,O(1)
1,1,1,2,0,0,13,0,0,0,O(1)
1,1,1,0,0,0,9,0,0,0,O(1)
1,1,1,0,0,0,17,0,0,0,O(1)
1,1,1,0,0,0,15,0,0,0,O(1)
2,2,1,1,1,0,10,0,0,0,O(1)
1,1,1,0,0,0,10,0,0,0,O(1)
1,1,1,2,0,0,12,0,0,0,O(1)
2,1,2,0,0,0,22,1,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
1,1,1,1,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,4,0,0,0,O(log N)
0,0,0,0,0,0,5,0,0,0,O(log N)
3,1,3,0,0,0,5,1,0,0,O(log N)
1,1,1,0,0,0,4,0,0,0,O(log N)
3,1,3,0,0,0,5,1,0,0,O(log N)
3,1,3,0,0,0,41,0,0,0,O(log N)
1,1,1,0,0,0,4,0,0,0,O(log N)
1,1,1,0,0,0,14,0,0,0,O(log N)
2,1,2,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,26,0,0,0,O(log N)
1,1,1,0,0,0,16,0,0,0,O(log N)
1,1,1,0,0,0,14,0,0,0,O(log N)
1,1,1,0,0,0,14,0,0,0,O(log N)
1,1,1,0,0,0,16,0,0,0,O(log N)
1,1,1,0,0,0,25,0,0,0,O(log N)
3,1,3,0,0,0,11,0,0,0,O(log N)
1,1,1,0,0,0,13,0,0,0,O(log N)
1,1,1,0,0,0,7,0,0,0,O(log N)
1,1,1,0,0,0,17,0,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
2,1,2,0,0,0,7,0,0,0,O(log N)
19,2,19,0,0,0,81,2,0,0,O(log N)
1,1,1,0,0,0,17,0,0,0,O(log N)
1,1,1,1,0,1,7,0,0,0,O(log N)
1,1,1,1,0,0,8,0,0,0,O(log N)
2,1,2,2,0,0,9,0,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
1,1,1,0,0,0,16,0,0,0,O(log N)
1,1,1,0,0,0,6,0,0,0,O(log N)
0,0,0,0,0,1,7,0,0,0,O(log N)
0,0,0,0,0,0,9,0,0,0,O(log N)
1,1,1,0,0,1,15,0,0,0,O(log N)
1,1,1,0,0,0,17,0,0,0,O(log N)
1,1,1,0,0,0,12,0,0,0,O(log N)
1,1,1,1,0,0,5,0,0,0,O(log N)
3,2,3,0,0,0,11,0,0,0,O(log N)
1,1,1,0,0,0,7,0,0,0,O(log N)
7,1,5,0,2,0,26,1,0,0,O(log N)
2,1,2,0,0,0,20,0,0,0,O(log N)
0,0,0,0,0,0,13,0,0,0,O(log N)
0,0,0,0,0,0,9,0,0,0,O(log N)
2,1,2,0,0,0,13,1,0,0,O(log N)
1,1,1,2,0,0,5,0,0,0,O(log N)
0,0,0,0,0,0,5,0,0,0,O(log N)
0,0,0,0,0,0,5,0,0,0,O(log N)
2,1,2,0,0,0,14,0,0,0,O(log N)
5,1,5,2,0,0,11,0,0,0,O(log N)
5,1,5,2,0,0,11,0,0,0,O(log N)
0,0,0,0,0,1,8,0,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,13,0,0,0,O(log N)
0,0,0,0,0,0,6,0,0,0,O(log N)
3,1,3,0,0,0,17,1,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
0,0,0,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,8,0,0,0,O(log N)
0,0,0,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,7,0,0,0,O(log N)
2,1,2,0,0,0,23,0,0,0,O(log N)
4,1,4,1,0,2,30,0,0,0,O(log N)
4,1,4,0,0,0,5,0,0,0,O(log N)
2,1,2,0,0,0,15,1,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
2,1,2,0,0,0,4,1,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
3,1,3,0,0,0,24,0,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
0,0,0,0,0,0,9,0,0,0,O(log N)
2,1,2,0,0,0,8,0,0,0,O(log N)
2,1,2,0,0,0,5,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
1,1,1,0,0,0,16,0,0,0,O(log N)
2,1,2,0,0,0,5,0,0,0,O(log N)
2,1,2,0,0,0,5,0,0,0,O(log N)
2,1,2,1,0,0,4,1,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
5,1,5,0,0,0,22,3,0,0,O(log N)
3,1,3,3,0,0,5,1,0,0,O(log N)
2,1,2,0,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,6,0,0,0,O(log N)
2,1,2,0,0,0,11,1,0,0,O(log N)
10,2,10,2,0,0,54,1,0,0,O(log N)
4,1,4,0,0,0,23,1,0,0,O(log N)
10,3,10,0,0,0,39,8,0,0,O(log N)
2,1,2,0,0,0,6,1,0,0,O(log N)
2,1,2,0,0,0,15,1,0,0,O(log N)
2,1,2,0,0,0,15,1,0,0,O(log N)
3,1,3,0,0,0,13,0,0,0,O(log N)
0,0,0,0,0,0,5,0,0,0,O(log N)
3,2,3,0,0,0,14,0,0,0,O(log N)
3,1,3,0,0,0,21,0,0,0,O(log N)
2,1,2,0,0,0,15,0,0,0,O(log N)
2,1,2,0,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,15,0,0,0,O(log N)
1,1,1,0,0,0,4,0,0,0,O(log N)
1,1,1,1,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,7,0,0,0,O(log N)
2,1,2,0,0,0,4,0,0,0,O(log N)
1,1,1,1,0,0,6,0,0,0,O(log N)
1,1,1,1,0,0,5,0,0,0,O(log N)
3,1,3,0,0,0,9,1,0,0,O(log N)
3,1,3,0,0,0,4,1,0,0,O(log N)
1,1,1,1,0,0,6,0,0,0,O(log N)
3,1,3,0,0,0,17,0,0,0,O(log N)
2,1,2,0,0,0,18,0,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
5,1,4,0,1,0,54,2,0,0,O(log N)
3,1,3,0,0,0,43,0,0,0,O(log N)
1,1,1,0,0,0,6,0,0,0,O(log N)
2,2,2,0,0,0,8,0,0,0,O(log N)
5,1,5,0,0,0,59,2,0,0,O(log N)
4,1,2,1,2,0,9,0,0,0,O(log N)
7,2,7,0,0,0,49,4,0,0,O(log N)
2,1,2,0,0,0,9,0,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,14,0,0,0,O(log N)
1,1,1,0,0,0,7,0,0,0,O(log N)
1,1,1,0,0,0,8,0,0,0,O(log N)
2,2,2,1,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,13,0,0,0,O(log N)
0,0,0,0,0,1,9,0,0,0,O(log N)
1,1,1,0,0,0,12,0,0,0,O(log N)
1,1,1,0,0,0,11,0,0,0,O(log N)
1,1,1,0,0,0,13,0,0,0,O(log N)
2,1,2,0,0,0,6,1,0,0,O(log N)
1,1,1,0,0,0,4,0,0,0,O(log N)
1,1,1,0,0,0,7,0,0,0,O(log N)
1,1,1,0,0,0,7,0,0,0,O(log N)
0,0,0,0,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,12,0,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,10,0,0,0,O(log N)
1,1,1,0,0,0,12,0,0,0,O(log N)
1,1,1,0,0,0,10,0,0,0,O(log N)
0,0,0,0,0,0,18,0,0,0,O(log N)
0,0,0,0,0,0,17,0,0,0,O(log N)
0,0,0,0,0,0,15,0,0,0,O(log N)
0,0,0,0,0,0,17,0,0,0,O(log N)
0,0,0,0,0,0,17,0,0,0,O(log N)
0,0,0,0,0,0,17,0,0,0,O(log N)
1,1,1,0,0,0,4,0,0,0,O(log N)
1,1,1,0,0,0,4,0,0,0,O(log N)
1,1,1,0,0,2,16,1,0,0,O(log N)
0,0,0,0,0,0,11,0,0,0,O(log N)
2,1,2,0,0,0,17,1,0,0,O(log N)
1,1,1,0,0,0,13,0,0,0,O(log N)
1,1,1,0,0,0,12,0,0,0,O(log N)
1,1,1,0,0,0,21,0,0,0,O(log N)
1,1,1,0,0,0,10,0,0,0,O(log N)
1,1,1,0,0,0,12,0,0,0,O(log N)
1,1,1,0,0,0,8,0,0,0,O(log N)
1,1,1,0,0,0,4,0,0,0,O(log N)
1,1,1,0,0,0,9,0,0,0,O(log N)
1,1,1,0,0,0,9,0,0,0,O(log N)
1,1,1,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,7,0,0,0,O(log N)
3,1,3,0,0,0,50,0,0,0,O(log N)
0,0,0,0,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,6,0,0,0,O(log N)
2,1,2,0,0,0,12,0,0,0,O(log N)
1,1,1,0,0,0,13,0,0,0,O(log N)
1,1,1,0,0,0,9,0,0,0,O(log N)
3,2,3,0,0,0,24,1,0,0,O(log N)
2,1,2,0,0,0,14,0,0,0,O(log N)
2,1,2,0,0,0,8,1,0,0,O(log N)
2,1,2,0,0,0,8,1,0,0,O(log N)
1,1,1,0,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,11,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
1,1,1,1,0,0,7,0,0,0,O(log N)
1,1,1,0,0,0,35,0,0,0,O(log N)
12,4,12,0,0,0,49,0,0,0,O(log N)
3,1,3,0,0,0,22,0,0,0,O(log N)
1,1,1,0,0,0,7,0,0,0,O(log N)
3,1,3,0,0,0,8,1,0,0,O(log N)
2,1,2,0,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,7,0,0,0,O(log N)
3,1,3,0,0,0,42,0,0,0,O(log N)
2,1,2,0,0,0,7,0,0,0,O(log N)
2,1,2,0,0,0,7,0,0,0,O(log N)
2,2,2,0,0,0,7,0,0,0,O(log N)
2,1,2,0,0,0,6,0,0,0,O(log N)
3,2,3,0,0,0,5,0,0,0,O(log N)
3,2,1,0,2,0,12,0,0,0,O(log N)
2,2,2,0,0,0,26,0,0,0,O(log N)
5,1,3,0,2,2,32,0,0,0,O(log N)
2,2,2,0,0,0,10,1,0,0,O(log N)
2,2,2,0,0,0,4,0,0,0,O(log N)
5,2,3,0,2,1,13,0,0,0,O(log N)
2,1,2,0,0,0,9,0,0,0,O(log N)
2,1,2,0,0,0,9,0,0,0,O(log N)
1,1,1,0,0,0,10,0,0,0,O(log N)
2,2,2,0,0,0,5,0,0,0,O(log N)
1,1,1,0,0,0,15,0,0,0,O(log N)
3,1,3,0,0,0,15,0,0,0,O(log N)
2,2,2,0,0,0,8,0,0,0,O(log N)
3,1,3,0,0,0,7,1,0,0,O(log N)
3,2,3,0,0,0,9,3,0,0,O(log N)
2,1,2,0,0,0,7,0,0,0,O(log N)
2,2,1,0,1,0,8,0,0,0,O(log N)
2,1,2,0,0,0,6,0,0,0,O(log N)
3,1,2,0,1,0,9,1,0,0,O(log N)
2,1,2,0,0,0,6,0,0,0,O(log N)
2,1,2,0,0,0,9,0,0,0,O(log N)
1,1,1,0,0,0,11,0,0,0,O(log N)
2,1,2,0,0,0,9,0,0,0,O(log N)
2,1,2,0,0,0,8,0,0,0,O(log N)
1,1,1,0,0,0,10,0,0,0,O(log N)
4,1,2,0,2,0,14,0,0,0,O(log N)
4,1,2,0,2,0,13,0,0,0,O(log N)
3,1,2,0,1,0,17,0,0,0,O(log N)
3,1,2,0,1,0,17,0,0,0,O(log N)
2,1,2,0,0,0,10,0,0,0,O(log N)
2,1,2,0,0,0,9,0,0,0,O(log N)
2,1,2,0,0,0,14,0,0,0,O(log N)
3,1,3,0,0,0,14,0,0,0,O(log N)
2,1,2,0,0,0,6,0,0,0,O(log N)
2,1,2,0,0,0,8,1,0,0,O(log N)
2,1,2,0,0,0,15,0,0,0,O(log N)
2,1,2,0,0,0,7,0,0,0,O(log N)
3,1,3,0,0,0,8,0,0,0,O(log N)
2,2,2,0,0,0,7,0,0,0,O(log N)
2,2,2,0,0,0,7,1,0,0,O(log N)
2,1,2,0,0,0,11,0,0,0,O(log N)
2,2,2,0,0,0,11,0,0,0,O(log N)
2,2,2,0,0,0,9,1,0,0,O(log N)
2,2,2,0,0,0,10,0,0,0,O(log N)
2,1,2,0,0,0,9,0,0,0,O(log N)
2,2,2,0,0,0,10,1,0,0,O(log N)
2,2,2,0,0,0,9,1,0,0,O(log N)
2,1,2,0,0,0,6,0,0,0,O(log N)
1,1,1,0,0,0,9,0,0,0,O(log N)
2,1,2,0,0,0,6,0,0,0,O(log N)
2,1,2,0,0,0,20,0,0,0,O(log N)
3,1,3,0,0,0,13,2,0,0,O(log N)
0,0,0,1,0,1,8,0,0,0,O(log N)
10,2,10,0,0,0,24,1,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
0,0,0,0,0,0,6,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
0,0,0,0,0,0,26,0,0,1,O(log N)
27,2,27,2,0,0,78,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
5,1,5,0,0,0,59,2,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
0,0,0,0,0,0,6,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
0,0,0,0,0,2,11,0,0,0,O(log N)
0,0,0,0,0,2,7,0,0,0,O(log N)
0,0,0,0,0,2,9,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
1,1,1,0,0,0,8,0,0,0,O(log N)
0,0,0,0,0,0,6,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
0,0,0,0,0,1,8,0,0,0,O(log N)
0,0,0,0,0,0,6,0,0,0,O(log N)
1,1,1,1,0,0,9,0,0,0,O(log N)
1,1,1,0,0,0,8,1,0,0,O(log N)
0,0,0,1,0,1,7,0,0,0,O(log N)
0,0,0,0,0,0,6,0,0,0,O(log N)
1,1,1,0,0,1,7,0,0,0,O(log N)
1,1,1,0,0,0,7,1,0,0,O(log N)
0,0,0,0,0,0,6,0,0,0,O(log N)
0,0,0,0,0,0,11,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
1,1,1,1,0,0,7,0,0,0,O(log N)
1,1,1,0,0,0,8,0,0,0,O(log N)
1,1,1,1,0,0,7,0,0,0,O(log N)
1,1,1,0,0,0,8,0,0,0,O(log N)
0,0,0,0,0,1,11,0,0,0,O(log N)
0,0,0,0,0,2,9,0,0,0,O(log N)
1,1,1,0,0,1,7,1,0,0,O(log N)
0,0,0,0,0,1,8,0,0,0,O(log N)
1,1,1,0,0,0,6,0,0,0,O(log N)
0,0,0,1,0,0,6,0,0,0,O(log N)
1,1,1,0,0,2,9,0,0,0,O(log N)
0,0,0,0,0,2,8,0,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
1,1,1,0,0,0,6,0,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
1,1,1,0,0,0,7,1,0,0,O(log N)
0,0,0,0,0,0,9,0,0,0,O(log N)
0,0,0,0,0,2,9,0,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
2,1,2,0,0,1,14,1,0,0,O(log N)
0,0,0,0,0,4,12,0,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
0,0,0,0,0,0,5,0,0,0,O(log N)
0,0,0,0,0,2,9,0,0,0,O(log N)
0,0,0,0,0,2,9,0,0,0,O(log N)
0,0,0,0,0,0,8,0,0,0,O(log N)
1,1,1,0,0,0,14,0,0,0,O(log N)
0,0,0,0,0,1,9,0,0,0,O(log N)
0,0,0,0,0,0,7,0,0,0,O(log N)
